ID,City,District,ScenicSpotName,NewCategory,Address,Description,OpenTime,Phone,TravelInfo,WebsiteUrl,Class1,Class2,Class3,Keyword,ParkingInfo,Position,Level,Picture,MapUrl,DescriptionDetail,室內室外分類
172,臺北市,內湖區,臺北市政府消防局防災科學教育館,🎨 藝文展館類,臺北市內湖區成功路二段376號,,開館時間(週一休館)：每日上午09:00~12:00下午02:00~05:00,886-2-27919786、886-2-27919780,,https://fsm.119.gov.taipei/about.asp,展覽場館類,公共設施類,,,,"{'PositionLon': 121.59027099609375, 'PositionLat': 25.06934928894043, 'GeoHash': 'wsqqwgerd'}",非古蹟,"{'PictureUrl1': 'https://www.travel.taipei/image/89518', 'PictureDescription1': '臺北市政府消防局防災科學教育館'}",,"有鑑於日本於1995年1月17日發生芮氏規模7.2的阪神大地震，死亡6,430人，受傷4萬餘人，房屋全倒、半倒達51萬餘棟，包括公共設施等損失大約在10兆日圓左右，是日本戰後僅次於伊勢灣颱風，所遭受的第二大天然災害。爰此於同年（84年）7月10日，臺北市政府消防局改制成立，為提昇市民防災教育讓市民同胞體驗災害，進而了解防災的重要性，著手規劃設置臺灣第一座防災科學教育館。為了讓市民了解各種災害的歷史及特質，臺北市政府消防局防災科學教育以電腦、電子、機械設備，模擬各種災害發生狀況，供市民實地操作體驗，使防火、防洪、防震、防颱等緊急避難知能，自然地融入日常生活中，以「寓教於樂」方式，提昇市民災害應變能力。期盼於參觀體驗後，能將獲得之防災知識與技能，轉述親朋好友知道，俾讓大家與災害絕緣，遠離災害威脅。",室內
173,臺北市,內湖區,郭子儀紀念堂_內湖紅樓,🏯 歷史人文類,臺北市內湖區文德路267巷19號郭子儀紀念堂,,,886-2-26598787,,https://miniculturaltrips.gov.taipei/News_Content.aspx?n=0DA7E7A7A1EA5C19&sms=337199328131CB54&s=7D5F2BAFE0B00172,廟宇類,自然風景類,自然風景類,,,"{'PositionLon': 121.58657836914062, 'PositionLat': 25.07962989807129, 'GeoHash': 'wsqqwv8ek'}",非古蹟,"{'PictureUrl1': 'https://www.travel.taipei/image/180605', 'PictureDescription1': '郭子儀紀念堂_內湖紅樓'}",,內湖在日治時期首任庄長郭氏之宅邸，位於內湖市街西側山丘上。大約建於日治大正八年(西元一九一九年)，當時臺灣社會安定，經濟景氣良好，官方建築的式樣也影響了民間住宅，例如臺北市迪化街的店屋立面多流行巴洛克的繁飾，使用紅磚、洗石子、泥塑與彩色瓷磚裝飾，亦被稱為大正型建築。內湖郭氏宅邸即屬於這時期的典型豪宅。 郭氏古宅座落於小丘山腰上，坐北朝南，三面樹林環繞，形勢極為幽勝。古宅平面略呈Ｔ字形，全為磚木構造，外牆使用日治大正年間盛行的紅磚砌成，並有洗石子及日本進口的彩瓷裝飾。室內樓板則為木造，以眾多的木樑支撐樓板重量，且有燈樑，可以懸掛臺灣傳統的天公爐及燈籠。正立面的窗子形式富於變化，並有弧形陽台凸出來，山頭造型接近於仿巴洛克風格，富卷草曲線之美。近年山頭題額為碧奉宮，乃是欲轉改為寺廟所致，但未實現。(資料來源：文化部文化資產局),室內
174,臺北市,內湖區,龍船岩步道,⛰️ 自然生態類,臺北市內湖區碧山路62號龍船岩步道-碧山路支線,,,886-2-27593001,,,自然風景類,,,,,"{'PositionLon': 121.59638977050781, 'PositionLat': 25.1035099029541, 'GeoHash': 'wsqqyczy9'}",非古蹟,"{'PictureUrl1': 'https://www.travel.taipei/image/182414', 'PictureDescription1': '龍船岩步道'}",,「龍船岩步道」入口由內湖區碧山路 62號，沿著石板路步道走，全長只有600公尺，沿途是觀察生態的好地方。「龍船岩」位於開眼山稜線的下方，是一塊白色石英裸露岩，標高 300公尺，因形似一艘龍舟，所以當地人都稱它為「石船」，又稱「龍船岩」。龍船岩因為位於山脊線上，站在岩石上一邊是90度懸崖，一邊是45度峭壁，請注意自身安全。鄰近的開眼山、碧山、白石湖山、五指山等皆為內湖區內的山嶺，隸屬五指山系。近龍船岩附近有公車可達入口處，在石崁站下車後約步行一公里路程左右可到達，步道的小徑是由石板鋪至而成，沿途各式蕨類及野生植物叢生，讓步行的旅途上多了一份樂趣，一路直行可達山頂。站在岩頂上可遠眺石崁山與開眼山，一片天際遼闊，令人流連忘返遠離都市喧囂，而其周邊田園景色優美繁多，別有一番鄉野氣息，令人心曠神怡。(資料來源:白石湖休閒農業區),室外
175,臺北市,北投區,凱達格蘭文化館,🏯 歷史人文類,臺北市北投區中山路3-1號,,"週二至週日09:00~17:00, 公休日：週一及國定假日休館端午、中秋及國慶連假開放參觀",886-2-28986500,,https://www.ketagalan.gov.taipei/,文化類,,,,,"{'PositionLon': 121.50582885742188, 'PositionLat': 25.137069702148438, 'GeoHash': 'wsqrhbjf5'}",非古蹟,"{'PictureUrl1': 'https://www.travel.taipei/image/174767', 'PictureDescription1': '凱達格蘭文化館'}",,凱達格蘭文化館記錄了平埔族相關的歷史脈絡，以及原住民族當代藝術及文物，除了溫泉外，北投另有一番原民風情。「北投」此一地名是由凱達格蘭族語音譯而來的，語義是「女巫」的意思，四百多年前曾是凱達格蘭族人的生活源居地。為了保存、發揚原住民族文化藝術，於2002年11月新建落成的臺北市政府原住民族事務委員會凱達格蘭文化館，整棟建築皆以展示原住民文化藝術為目的，讓都市原住民有一個文化傳承及技藝研習的專屬空間。走進文化館前，路旁佇立了一成排的木樁，上面裝飾有各式表情的錫塑品，有象徵族群融合的手牽手動作，其表示我們都是一家人的原住民裝置藝術創作。內部各個樓層則依主題規劃展示，以生動活潑的導覽動線展示原住民歷史文化脈絡，是近距離接觸原住民文化的遊憩景點。十層樓高的主體建物，外牆是錯落分明的石板建材，彷彿是一棟會呼吸的房子，設計強烈簡約，與周圍的溫泉旅館、北投溫泉公園相呼應。明亮寬敞的一樓大廳，絢麗的族群拼織圖騰地磚引領遊客走進部落的懷抱；帶有歷史風味的石刻畫和風格強烈的木雕相當引人入勝，牆上還懸掛了各種狩獵工具，想像原住民追逐水鹿、山豬的傳統生活，文化館中的一景一物都能感受原住民生活的足跡！一至三樓除了是展出原住民文物和平埔族群重要的珍藏外，文化館的公共空間也是表演、活動、集會、技藝研習中心，更是都會原住民凝聚族群的情感場域。文化館也提供原住民主題圖書閱覽服務，多元族群的藏書可增進遊客對原住民文化藝術的欣賞與認知，啟發學童對多元族群的探索、認識。臺灣的高山峻嶺、平原盆地，孕育出多族原住民多元文化，凱達格蘭文化館保存其自然崇拜的祭儀節慶和生活習俗，讓遊客認識這一群最早在臺灣生活的族群、原住民，在這塊土地上還有許多令人驚艷的先祖智慧，若是運氣好的話，說不定還可以遇到穿著傳統服飾的原住民團體在文化館內聚會、表演，展現純真熱情的一面。凱達格蘭文化館自啟用至今，舉辦了許多原住民文化系列活動及傳統手工藝展，許多原住民藝術家的作品也會在這裡展出，讓原鄉與都會、傳統與現代，融合在一起，發揮文化館重要的涵義。臺灣多元的族群發展出多彩多姿的文化色彩，文化館不僅是全國原住民文化典藏的寶庫，也是原住民的文化藝術多功能研習中心。凱達格蘭文化館座落新北投溫泉區，體驗完豐富的文化和藝術後，不妨漫步霧濛濛的溫泉鄉，繼續尋訪凱達格蘭族的蹤跡！,室內
176,臺北市,北投區,前山公園,⛰️ 自然生態類,臺北市北投區湖山里紗帽路116-15號,,開放空間,886-2-28616361,,,都會公園類,自然風景類,自然風景類,,,"{'PositionLon': 121.54817962646484, 'PositionLat': 25.150680541992188, 'GeoHash': 'wsqrjfs9m'}",非古蹟,"{'PictureUrl1': 'https://www.travel.taipei/image/181102', 'PictureDescription1': '前山公園'}",,"前山公園位於陽明山區，緊鄰紗帽山東側、陽明山公車總站及教師研習中心旁，為臺北市郊重要的旅遊景點，佔地約3萬8,328平方公尺。前山公園景觀豐富，除可見紗帽山、七星山外，日治時期即引進七星山下中山樓西側的山坡溪流貫穿公園，溪流匯集成陽明湖倒映出七星山美景，湖畔還有免費的男女公共浴室，極受民眾喜愛，是春天賞櫻、夏日避暑、秋日聯誼、冬天賞楓之勝地。前山四號公園以紗帽山圓丘形的火山體為概念，利用在陽明山生長良好之紫藤花，創造和紗帽山造型前後呼應之景觀，並以綠色圓丘作為陽明山新的入口意象，當紫藤花盛開時，行走其間可陶醉於紫色浪漫美景。前山三號公園位於陽明路1段38巷內，當園內櫻花、杜鵑花盛開，有如遠離市區塵埃的世外桃源。前山一號公園-磐流園區座落於教師中心旁，整修了心字池及樹蔭濃密之蔽月湖休憩區、泡腳池區、數條山泉水道及白磺溫泉水道與陽明山火山岩交織之磐流園，溪流畔之景石特別聘請日本國寶級砌石師匠小口基實現場指導，使新舊岩石相互襯托，遊客可欣賞山林水綠之美景。 前山二號公園-陽明湖區，隔著馬路緊鄰磐流園區，溪水穿過紗帽橋下於本區匯集成湖，除了將免費的男女公共浴室整修，更新增二處溫泉泡腳池，使遊客可一邊泡腳，一邊欣賞紗帽山美麗的湖中倒影，及睡蓮冬天開花之奇特景象。紗帽路旁沿湖邊設置帶狀安山岩石燈座椅，可讓人休憩欣賞湖中蓬萊島及七星山之壯麗山形。本次整建工程將陽明湖邊緣恢復為自然水池風貌，草與石緩緩延伸入水中，湖邊新種青楓與櫻花，更顯自然婉約，而經過清淤後的陽明湖水更呈現台灣少見的夢幻水藍色湖水景觀，譜出山與水的交響樂章。(資料來源:臺北市政府工務局公園路燈工程管理處)",室外
177,臺北市,北投區,北投中心新村,🌳 都會休閒類,臺北市北投區新民路22巷9號,,,886-2-28910804,,https://www.beitouheartvillage.taipei/,文化類,,其他,,,"{'PositionLon': 121.50753021240234, 'PositionLat': 25.13895034790039, 'GeoHash': 'wsqrhbrhf'}",非古蹟,"{'PictureUrl1': 'https://www.travel.taipei/image/489402', 'PictureDescription1': '北投中心新村'}",,北投中心新村是國防部通過全臺13處眷村保存區之一，也是臺北市少數僅存規模完整之眷村。中心新村眷舍與三軍總醫院北投分院（前日軍衛戍醫院北投分院)發展息息相關，加之完整保存不同時期的眷舍建築類型，結合了北投特有的歷史脈絡、溫泉文化與生活記憶，使中心新村成為北投重要的歷史現場。2021年由財團法人台北市文化基金會進駐營運，透過空間活化與進駐計畫，推動聚落保存與再發展工作，促進在地文史調查與眷村文化研究，逐步建立具歷史性、教育性與知識性的眷村人文生活場域。北投中心新村以「臺北市眷村文化保存基地」作為發展定位及重要目標，從新北投地區的資源串聯，跨足區域間的整合推廣，展現出北投多元豐富的社區故事，為北投帶來嶄新的特色與亮點。,室外
178,臺北市,北投區,北投公園,🌳 都會休閒類,臺北市北投區光明路中山路北投公園,,全天開放,886-2-28832130,,https://parks.taipei/parks/m2/pkl_parks_m2C.php?sid=786,都會公園類,,都會公園類,,,"{'PositionLon': 121.50627899169922, 'PositionLat': 25.136310577392578, 'GeoHash': 'wsqquzyjt'}",非古蹟,"{'PictureUrl1': 'https://www.travel.taipei/image/174759', 'PictureDescription1': '北投公園'}",,"「北投」總是給人說不完的人文、傳說及故事，下了新北投捷運站，跟著裊裊的溫泉煙霧前行，前方滿是綠意的溫泉鄉美景，就是北投公園。北投公園由北投1、2、4、54、55號等都市計畫公園所組成，面積達6萬1,129平方公尺。首先映入眼簾的，是98年度完工的入口跳泉，每日固定時間隨著音樂，有著燈光及水泉飛舞，為北投這個具有豐富文化的老臺北地區，重新注入一股新生的活力，沿著光明路側，途經白千層及魯花樹等珍稀老樹，為即將滿百歲的北投公園見證他豐富的歷史，旅途中，也會經過由臺北市立圖書館首次建築的綠色圖書館，強調節能省碳，也為北投公園帶來書香氣息，門口的的噴水池更是電影取景之首選，沿著北投溪前進，世界上唯一以臺灣地名命名的「北投石」，即出產於此，雖然現在已不復見。越過小徑拾級而上，來到中山路側，除了北投露天溫泉浴池外，旁邊還有于右任先生提名之「梅庭」歷史建物，目前已由臺北市政府觀光傳播局規劃為梅庭遊客中心，以提供遊客最貼心的服務，還有聞名的溫泉博物館，日洋合一的木造窗櫺及紅磚建築體，似乎還瀰漫著濃濃硫磺的特有香味，感受日據時代建築之美感，周邊潺潺溪流及綠蔭搖曳的景緻，置身其中，像是回到舊時的悠悠時光裡。北投公園有說不完的老故事以及各式各樣動、植物群聚，周邊還有地熱谷等著名景點，不妨趁著假日，安排一趟洗滌身心的知性之旅，相信您一定滿載而歸。公園位置：北投公園一：臺北市中山路2號隔壁北投公園二：臺北市中山路4-1號北投公園三：臺北市中山路5-7號北投公園四：臺北市光明路227號對面北投公園五：臺北市光明路283號對面管理單位：陽明山公園管理所　聯絡電話：2883-2130",室外
179,臺北市,北投區,北投公民會館,🎨 藝文展館類,臺北市北投區中山路5-7號,,每週二至週日09:00-17:00，每週一暨國定假日休館,886-2-28912105,,https://btdo.gov.taipei/Content_List.aspx?n=00235A38E5DB5592,公共設施類,,,,,"{'PositionLon': 121.51010131835938, 'PositionLat': 25.137929916381836, 'GeoHash': 'wsqrj00zn'}",非古蹟,"{'PictureUrl1': 'https://www.travel.taipei/image/175034', 'PictureDescription1': '北投公民會館'}",,北投公民會館於96年12月9日重新啟用，空間規劃除主展館（約40坪）及側展室（約27坪）各一間，另提供有296坪的綠色庭園。館內除不定期辦理各項藝文展覽，亦提供市民朋友申請作為繪畫、陶藝、攝影等展覽用途，免費供民眾參觀。  館內備有「博物北投」導覽手冊，介紹附近陽明山國家公園、凱達格蘭文化館、琉園水晶博物館、鳳甲美術館、梅庭、北投溫泉博物館及北投文物館等文化景點。期盼您在「北投文化巡禮」之旅時，竭誠歡迎您造訪本館，看看展覽，在我們的庭園坐坐、歇歇腳，於桂花樹下，聆聽蟲鳴鳥叫，相信您會愛上這悠閒的地方。,室內
180,臺北市,北投區,北投垃圾焚化廠_觀景台,🌳 都會休閒類,臺北市北投區洲美街271號,,每日上午9時到晚上10時,886-2-28360050,,http://www.ptrip.gov.taipei/ct.asp?xItem=1023601&CtNode=24662&mp=110041,地標景觀類,,,,,"{'PositionLon': 121.49925994873047, 'PositionLat': 25.107959747314453, 'GeoHash': 'wsqqufc03'}",非古蹟,"{'PictureUrl1': 'https://www.travel.taipei/image/178703', 'PictureDescription1': '北投垃圾焚化廠_觀景台'}",,北投焚化廠成立於民國80年7月1日， 原名士林焚化廠，84年7月1日因廠址重新劃歸北投區改名北投焚化廠，隸屬於臺北市政府環境保護局，而觀景台位於焚化廠彩繪的煙囪塔標高116公尺處，可由1樓入口處搭乘透明景觀電梯到達。觀景台為一360度的大片落地窗樓層，此處可遠眺陽明、觀音及大屯等山系，並觀賞到淡水與基隆兩河與兩河夾擠下的社子島，向下望去更可以見到一大片山川水澤，綠野平疇的關渡平原，傍晚時分觀音落日，夜幕中璀璨景色，皆可一覽無遺，是臺北市著名的觀景場所，樓內並附有與實際景點的對照說明資訊。,室外
181,臺北市,北投區,北投文物館,🎨 藝文展館類,臺北市北投區幽雅路32號,,週二至週日10:00~18:00每週一休館，逢國定假日照常開放如需於晚間使用怡然居、陶然居、大廣間，請事先預約延長營業,886-2-28912318,,http://www.beitoumuseum.org.tw/,展覽場館類,,,,,"{'PositionLon': 121.51480865478516, 'PositionLat': 25.138139724731445, 'GeoHash': 'wsqrj0k2k'}",非古蹟,"{'PictureUrl1': 'https://www.travel.taipei/image/63822', 'PictureDescription1': '北投文物館'}",,北投文物館自1984年正式對外開放為私立博物館，這座身處群山之間佔地800坪的典雅庭園及純木造二層日式館舍，建於1921年。當時係北投地區最高級的「佳山溫泉旅館」，1983年創辦人張純明先生將古蹟活化再利用為博物館，成立「台灣民藝文物之家」，迄1987年正式更名為「北投文物館」。北投文物館始終致力於保存、展示臺灣早期的民間藝術與民俗文物，現有典藏文物近五千件，內容以清末、日治以降至1970年代期間的臺灣民俗工藝為主，其中包含臺灣原住民族文物一千餘件，以及以閩、客為主的漢民族文物共三千餘件。美食餐飲北投文物館另設有餐飲空間怡然居，提供精緻創意懷石料理及下午茶之外，也提供小型會議的場地租用。怡然居戶外的觀櫻台可以近觀丹鳳山，遠眺觀音山，戶外美景中享用文物館特製健康輕食─養身創意懷石料理，離開塵囂慢食慢活，別具風味。文化體驗目前文物館在多元文化經營的理念下，將大廣間用於表演藝術展演、藝文活動、以及提供宴會及會議場地出租場所，充分將大廣間進行古蹟活化的利用。本館設有不定期舉辨各式體驗課程，如：茶道體驗、茶道正式課、和菓子體驗、佳山抓周等等。*現由民間業者經營中。,室內
182,臺北市,北投區,北投普濟寺,🏯 歷史人文類,臺北市北投區溫泉路112號,,每日08:00~17:00,886-2-28914386,,https://btdo.gov.taipei/News_Content.aspx?n=0AAD211992E8FC99&s=45EA04B54856D60D,廟宇類,,,,,"{'PositionLon': 121.51126098632812, 'PositionLat': 25.135929107666016, 'GeoHash': 'wsqqvpcg3'}",非古蹟,"{'PictureUrl1': 'https://www.travel.taipei/image/63921', 'PictureDescription1': '北投普濟寺'}",,依據臺北「民德寫真館」於1941年發行的《臺灣佛教名蹟寶鑑》，普濟寺與同為臺北市市定古蹟的臨濟護國禪寺都是臨濟宗妙心寺派在臺北的布教據點。1934年重建時，由於其信眾多為臺灣總督府交通局鐵道部員工，因此以鐵道部運輸課長村上彰一之諡號「鐵真」命名為「鐵真院」，並在寺中設立「村上彰一翁碑」。1998年正式列名為市定古蹟，環境充滿寧靜、安適的氣息。寺廟採明顯的日式風格，大殿建築為單簷的歇山式面寬3開間，進深亦得3間，近正方形、屋頂向前伸出成為入口玄關、大殿內部地面抬高處鋪上塌塌米，呈現簡樸寧靜而又莊嚴肅穆的日式宗廟之美，而大殿則為高級檜木所造。寺廟至今仍保有日式祭拜儀式，有別於傳統的臺灣祭拜模式，正門旁的鐘狀窗牖，深具特色，而入口玄關可看到斗拱，虹樑的精美雕刻，題有普濟寺的匾額是由于右任手書。值得一提的是，寺院左邊涼亭內恭奉一尊左手抱嬰兒、右手持禪杖的石佛，一般民眾認為佛像為「送子觀音」，佛教界人士則認為是日本「子安菩薩」，為地藏王菩薩的化身之一，吸引許多善男信女到此祈求子嗣，而湯守觀音與子安菩薩這兩座神祉，成為寺院的一大特色。,室內
183,臺北市,北投區,北投溫泉博物館,🎨 藝文展館類,臺北市北投區中山路2號,,開放時間：10:00-18:00 星期二至星期日，最後入館時間為17:45。休館時間：每逢星期一與國定假日(遇週六、日照常開館),886-2-28939981,,https://hotspringmuseum.taipei/,溫泉類,展覽場館類,溫泉類,,,"{'PositionLon': 121.50714874267578, 'PositionLat': 25.136579513549805, 'GeoHash': 'wsqquzyz1'}",非古蹟,"{'PictureUrl1': 'https://www.travel.taipei/image/222583', 'PictureDescription1': '北投溫泉博物館'}",,這座早在日本時代就享有盛名的溫泉公共浴場，有著英國都鐸時期的鄉村建築風格，沉穩的紅色磚牆與黑色的瓦與綠蔭相稱，是個讓人放鬆休憩的好地方。1樓的羅馬拱柱環繞浴池，陽光穿過彩色玻璃，投影出異國情調。2樓的和室格局、日式地板，搭配著空氣中淡淡的溫泉味，昔日的氤氳時光，彷彿就在眼前重現。在當地人士的努力奔走下，這棟古蹟被保留下來，變身為今日的北投溫泉博物館，成為認識北投的最佳入門。一樓展覽空間分為四個展區，有「大浴池、北投石」、「北投浴場SENTO」、「片語拾光」、「博覽廳EXPO」，二樓展覽空間分為六個展區，有「北投印象」、「多媒體視聽室」、「望樓」、「台語片的好萊塢」、「溫泉DOZO」、「榻榻米活動大廳」。望樓是北投溫泉博物館最受喜愛的參觀區域之一，從望樓向外眺望，可以看見綠蔭盎然的北投公園及北投圖書館，供沐浴後的遊客休憩、欣賞北投山光水色之處。而在榻榻米活動大廳可以眺望整個北投谷地以及公園美景，開放的室內空間通風良好，空氣中飄著微微的硫磺味，使人深刻記住北投溫泉的美好。北投溫泉博物館不但是歷史的珍貴記憶，更深刻凝聚著北投居民對這片土地的感情。,室內
184,臺北市,北投區,北投社三層崎公園,🌳 都會休閒類,臺北市北投區北投站,,開放空間,886-2-28832130,,,文化類,都會公園類,,,,"{'PositionLon': 121.49198913574219, 'PositionLat': 25.144620895385742, 'GeoHash': 'wsqrh97y0'}",非古蹟,"{'PictureUrl1': 'https://www.travel.taipei/image/207827', 'PictureDescription1': '北投社三層崎公園'}",,北投社三層崎公園坐落於北投區市郊，為108年開闢之坡地公園，過去曾是臺灣的陶瓷產業原料供給區，具有豐富人文歷史價值，後來臺北市政府工務局公園處利用了公園內的特殊山坡地形交錯種植了一片又一片由一串紅、四季海棠及銀葉菊組成的多層次花海景觀。仿照北海道富良野視覺感的花海，使不少喜歡拍照的民眾慕名前往這美麗的網美打卡景點。北投社三層崎公園的最佳賞花期間為每年一月中旬至二月下旬，千萬不要錯過！欣賞完美麗花海後可順道至鄰近的貴子坑水土保護區來趟結合當地自然生態、歷史人文與景觀藝術的一日寓教於樂親子行唷！,室外
185,臺北市,北投區,吉慶社區_聖誕巷,🏯 歷史人文類,臺北市北投區石牌路一段71巷15弄3 樓3號,,無限制，但下午18：00～22：00較佳,886-2-28275233,,,文化類,,,,,"{'PositionLon': 121.51081848144531, 'PositionLat': 25.1143798828125, 'GeoHash': 'wsqqv5cmz'}",非古蹟,"{'PictureUrl1': 'https://www.travel.taipei/image/98390', 'PictureDescription1': '吉慶社區_聖誕巷'}",,吉慶社區「聖誕巷」起源為社區「三愛教會」於1999年聖誕節前夕，教會林恭昭牧師將原本放在教會裡的聖誕樹從室內移往了室外，巷內的教友也跟隨在家門口妝點聖誕燈飾，並向街坊鄰居報佳音，而後受到節慶歡樂氣氛的感染，巷內的住戶逐年的加入，加上吉慶社區黃勝宗里長、木工師傅溫永煙先生、臺北城市科技大學潘同泰副教授及三愛教會林恭昭牧師、侯樹良牧師等人費心的布置裝設下，「聖誕巷」的規摸越來越大且聲名逐漸遠播。如今每年聖誕節前後，巷內家家戶戶裝置聖誕造景已成了約定成俗的節慶活動。每年的12月，巷內住戶便會自發性地開始布置自己的家門，甚至在幾個月前便開始設計及製作今年的新造型或裝置。巷內居民彼此也都有默契，每年點燈都會從聖誕節的前一週開始，一直點到隔年元宵節止。吉慶里的「聖誕巷」布置是以「戶」為單位，再搭配不同的主題裝置，例如吉慶高鐵、纜車、直升機、黃色小鴨等，巷內家家戶戶的窗台、庭院都有居民的精心設計。2014年吉慶社區「聖誕巷」還被網友票選的全國「十大耶誕浪漫景點」之一。,室內
186,臺北市,北投區,地熱谷_地獄谷_鬼湖,⛰️ 自然生態類,臺北市北投區中山路30號地熱谷之10,,,886-2-28912105,,http://btdo.gov.taipei/ct.asp?xItem=18047953&ctNode=51503&mp=124081,自然風景類,,自然風景類,,,"{'PositionLon': 121.5116195678711, 'PositionLat': 25.137760162353516, 'GeoHash': 'wsqrj04n1'}",非古蹟,"{'PictureUrl1': 'https://www.travel.taipei/image/282088', 'PictureDescription1': '地熱谷_地獄谷_鬼湖'}",,地熱谷位在北投溫泉公園旁邊，是北投溫泉的源頭之一，因為終年瀰漫著硫磺煙霧，讓人聯想到恐怖的地獄，所以又被稱為「地獄谷」或「鬼湖」。這裡的溫泉是大屯山火山群內水溫最高的溫泉，硫磺煙霧濔漫的景色，如夢似幻，有如仙境一般，是日治時代臺灣八景十二勝之一。地熱谷中的石頭具有放射性元素「鐳」，叫做「北投石」，是世界數千種礦石中，唯一用臺灣地名命名的礦石，目前只有臺灣北投和日本玉川有這種礦物。最近幾年為了復育北投石，成立北投石保護區，來此參觀，除了能感受到溫泉鄉的情懷，更能對這獨特的礦石有更深入的瞭解。地熱谷的泉水溫度約在80℃至100℃之間，屬於鹽酸酸性泉，溫泉水質酸鹼度很高，具有腐蝕性，俗稱「青磺泉」和「磺水頭」。之前常有遊客在地熱谷利用高溫的泉水煮「溫泉蛋」，不過近年來為了保護溫泉的水質，並且避免遊客在此跌倒發生意外，已經禁止民眾在地熱谷煮蛋了！來地熱谷玩，可別再帶著食物前往，以免掃興囉！現在的地熱谷經過改造後以嶄新風貌重現，建置環湖步道以及設置溫泉體驗設施，包含入口意象手湯(淨手礦泉湯)、大斜面設計的愛情座椅。遊客可以沿著新建置的環湖步道漫步一圈，體驗大自然的蒸氣Spa，搭配園區植栽美化，展現仙境般全新風貌。,室外
187,臺北市,北投區,夢幻湖,⛰️ 自然生態類,臺北市北投區湖田里,,,886-2-28613601,,https://www.ymsnp.gov.tw/,自然風景類,,自然風景類,,,"{'PositionLon': 121.55956268310547, 'PositionLat': 25.166990280151367, 'GeoHash': 'wsqrnjsbr'}",非古蹟,"{'PictureUrl1': 'https://www.travel.taipei/image/89081', 'PictureDescription1': '夢幻湖'}",,夢幻湖位於七星山東南麓，標高約860公尺，形成原因尚未明確，可能是火口湖，也可能是噴氣孔造成的凹地積水，或是火山間窪地所造成。湖中生長著一種稀有的水生蕨類-台灣水韭，是世界上水韭生長緯度很低的地區，此種植物極為稀有，為了保護這種國寶級的水生蕨類，所以將夢幻湖劃設為生態保護區。一般遊客禁止進入湖區，湖旁設有平台供觀景展望。此處秋冬少雨、湖面常見乾涸，春夏霪雨霏霏，當雨季或豪雨過後，可見湖水滿溢，如遇山嵐霧氣籠罩，湖色山影雲霧縹緲，景緻如夢似幻。路線經過*陽明山公車總站->*遊客中心->*冷水坑站→夢幻湖→七星公園→*遊客中心站簡介內容│路程距離：在遊客中心續搭108遊園公車到冷水坑站下車，經夢幻湖、七星公園到遊客中心，路程共約為3.1公里。│步行時間：約為110分鐘。│沿途路況：冷水坑站→夢幻湖為上行陡坡，夢幻湖→遊客中心為下行陡坡。│沿途特色：夢幻湖為生態保護區為國寶級的台灣水韭及多種水生植物的生育地，種類眾多的蛙鳴、蟲鳴、鳥鳴聲，輪唱於水氣氤氳的湖中。在寧靜中更顯得自然節奏的美妙。七星公園有涼亭、長廊，天氣好時眺望視野良好，可仰望七星山坡面的蒼翠的植物林相或俯視台北市景觀、紗帽山或遠眺雪山山脈等。,室外
